,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Unemployment rate,Inflation rate,GDP,Target_encoded,Total Curricular units (grade),Total Curricular units (credited),Total Curricular units (enrolled),Total Curricular units (evaluations),Total Curricular units (approved),Total Curricular units (without evaluations)
377,0,0,1,11,1,0,0.0,0,0,0,4,4,0.0,1,0,0,1,0,1,-0.8108027818016886,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.623540774714923,-0.37101983423498863,0.4550819916450282,0.19034279433801699,0.8470299467730539,-0.23490997359881433
380,3,11,1,11,1,11,0.0,0,22,13,5,7,0.0,0,0,0,1,0,1,0.5243896282393755,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,1,0.42861023209101123,-0.37101983423498863,0.4550819916450282,0.7530908891574698,0.5992625156070168,-0.23490997359881433
383,0,0,1,15,1,0,0.0,0,12,13,5,5,0.0,0,0,0,1,0,1,-0.6159057152070485,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.5180624010889433,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
384,0,16,1,8,1,15,0.0,0,2,3,2,1,0.0,0,0,0,1,0,0,-0.4305196917739134,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,0,0.4269667762913977,2.5958045901161935,0.9311044657754701,1.0640334578610509,0.8470299467730539,-0.23490997359881433
385,0,0,1,9,1,0,0.0,0,18,23,0,0,0.0,0,0,0,1,0,0,-0.6159057152070485,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.3933789252546448,-0.37101983423498863,0.09160737073300991,0.19034279433801699,0.5992625156070168,-0.23490997359881433
386,0,0,1,15,1,0,0.0,0,21,26,9,9,0.0,0,0,0,1,0,0,-0.8108027818016886,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.500222066631922,-0.37101983423498863,0.09160737073300991,0.19034279433801699,0.5992625156070168,-0.23490997359881433
387,0,11,1,16,0,2,0.0,0,21,26,9,9,0.0,0,0,0,1,0,0,0.7959093781073475,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.4136979472367148,3.279506078626642,1.3049678958883901,1.029431135115433,1.042194090810962,-0.23490997359881433
389,0,14,1,2,0,13,0.0,0,21,26,7,7,0.0,0,0,0,1,0,1,-0.253759460374585,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.5814027993825966,1.9376183012426174,0.09160737073300991,-0.05033027649678355,0.5992625156070168,-0.23490997359881433
392,0,0,6,14,1,0,0.0,0,17,26,7,7,0.0,1,0,1,0,0,0,-0.8108027818016886,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,0.4506370317586069,-0.37101983423498863,0.09160737073300991,0.26061229220679744,0.44497210209234944,-0.23490997359881433
393,0,7,2,5,1,0,0.0,0,0,0,9,10,0.0,0,0,0,0,0,0,-0.4305196917739134,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,0.39884725779923313,-0.37101983423498863,-0.20082234344761415,0.26061229220679744,-0.28324362764915506,-0.23490997359881433
394,0,7,2,5,1,0,0.0,0,0,13,4,3,0.0,0,0,0,1,0,0,-0.8108027818016886,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.5819466537025316,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.5992625156070168,-0.23490997359881433
395,0,0,4,11,1,0,0.0,0,0,0,4,9,0.0,1,0,0,1,0,1,-0.6159057152070485,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.491760459409834,-0.37101983423498863,0.5612059506361214,0.610983551365563,0.7314298216871751,-0.23490997359881433
396,0,15,1,9,1,0,0.0,0,2,13,3,10,0.0,1,0,0,1,0,0,-0.4305196917739134,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.4289385243268867,2.7186094194330943,1.0903514015977431,0.7968353912640186,1.1262152226846742,-0.23490997359881433
397,0,14,1,5,1,13,0.0,0,22,26,4,6,0.0,1,0,0,1,0,1,-0.08485788691433913,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.47394712724958804,1.9376183012426174,0.09160737073300991,0.5594598809220145,0.02752064147463172,-0.23490997359881433
398,0,7,1,13,1,0,0.0,0,21,13,5,8,0.0,1,0,1,1,0,0,-0.8108027818016886,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,0.48535585981563,-0.37101983423498863,0.09160737073300991,0.19034279433801699,0.25963353557025814,-0.23490997359881433
399,0,7,1,8,1,0,0.0,0,22,26,6,4,0.0,1,0,0,1,0,0,-0.6159057152070485,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,1,-0.1806465419270205,-0.37101983423498863,-0.20082234344761415,0.4489866395892748,-1.7697133631024018,4.6639348761539
404,0,7,1,11,1,0,0.0,0,21,26,5,5,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.5980951148596586,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
405,0,0,1,1,1,0,0.0,0,0,13,3,9,0.0,1,0,0,1,0,0,-0.8108027818016886,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,-2.1750170959725468,-0.37101983423498863,-4.398360108976492,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
406,0,3,1,4,1,14,0.0,0,0,13,3,9,0.0,1,0,0,1,0,0,-0.253759460374585,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.5545786426991478,3.201392740157931,1.3049678958883901,0.7968353912640186,1.2032261078040918,-0.23490997359881433
407,0,11,1,16,0,14,0.0,0,0,13,9,9,0.0,0,0,0,1,0,0,0.6625743023277183,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,0,0.6279193172110736,-0.37101983423498863,-0.20082234344761415,-0.2439612847322383,0.44497210209234944,-0.23490997359881433
408,0,7,1,9,1,0,0.0,0,0,13,4,4,0.0,0,0,0,1,0,0,-0.6159057152070485,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.5922112485926574,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
409,3,11,1,5,1,0,0.0,0,18,23,0,0,0.0,0,0,0,1,0,0,0.38098922270875074,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,-2.1750170959725468,-0.37101983423498863,-0.20082234344761415,-0.2439612847322383,-1.7697133631024018,-0.23490997359881433
410,0,0,2,11,1,0,0.0,0,12,13,7,7,0.0,1,0,0,1,0,1,-0.8108027818016886,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.5938201738808624,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
411,0,11,1,11,1,2,0.0,0,12,0,4,8,0.0,0,0,0,1,0,0,0.2319638572181003,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.4633201420222362,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
412,0,0,3,11,1,0,0.0,0,0,0,4,10,0.0,1,0,0,1,0,0,-0.4305196917739134,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.48993572456387846,-0.37101983423498863,0.4550819916450282,0.3268641370706001,0.7314298216871751,-0.23490997359881433
413,0,3,1,16,0,14,0.0,0,21,26,6,6,0.0,0,0,0,1,0,0,0.5243896282393755,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.6018173079495422,1.7027014465179637,-0.20082234344761415,-0.2439612847322383,0.44497210209234944,-0.23490997359881433
414,0,0,1,9,1,0,0.0,0,0,27,9,7,0.0,1,0,0,1,0,1,-0.4305196917739134,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,0,0.44293093708676373,-0.37101983423498863,0.09160737073300991,0.19034279433801699,0.5992625156070168,-0.23490997359881433
415,0,0,1,5,1,0,0.0,0,21,26,11,11,0.0,0,0,0,1,0,0,-0.8108027818016886,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.5964946492564142,-0.37101983423498863,-0.20082234344761415,-0.14310711712281785,0.44497210209234944,-0.23490997359881433
416,0,0,1,5,1,0,0.0,0,0,0,9,9,0.0,1,0,0,1,0,0,-0.6159057152070485,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.5472354241776014,-0.37101983423498863,0.09160737073300991,0.6603140485314349,0.5992625156070168,-0.23490997359881433
417,0,0,1,15,1,0,0.0,0,12,13,9,9,0.0,1,0,0,1,0,0,0.076854167354404,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,1,0.3909748965056221,-0.37101983423498863,0.09160737073300991,0.3895330061866227,0.02752064147463172,-0.23490997359881433
418,0,0,4,11,1,0,0.0,0,21,26,9,9,0.0,1,0,0,1,0,1,-0.8108027818016886,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.4113534365104073,-0.37101983423498863,0.342106715835676,0.11553672812843996,0.5992625156070168,-0.23490997359881433
419,0,0,4,11,1,0,0.0,0,0,13,4,5,0.0,0,0,0,1,0,0,-0.8108027818016886,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,1,-2.1750170959725468,-0.37101983423498863,0.4550819916450282,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
420,0,0,1,11,1,0,0.0,0,1,0,2,8,0.0,0,0,0,1,0,1,-0.6159057152070485,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.4999213803746819,-0.37101983423498863,0.4550819916450282,0.26061229220679744,0.8470299467730539,-0.23490997359881433
421,0,12,1,16,0,0,0.0,0,0,1,4,3,0.0,0,0,0,1,0,0,1.0493139100671907,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.5841184343750917,1.9376183012426174,0.09160737073300991,0.11553672812843996,0.44497210209234944,-0.23490997359881433
422,0,14,1,5,1,13,0.0,0,0,1,4,6,0.0,1,0,0,1,0,0,0.9247237397795528,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,1,-2.1750170959725468,-0.37101983423498863,0.09160737073300991,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
423,0,0,6,11,1,0,0.0,0,2,0,3,3,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.5151161091349209,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.8470299467730539,-0.23490997359881433
424,0,7,6,12,1,0,0.0,0,12,1,5,3,0.0,1,0,0,1,0,0,-0.4305196917739134,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.5551407635956691,-0.37101983423498863,0.4550819916450282,0.19034279433801699,0.8470299467730539,-0.23490997359881433
425,0,0,1,11,1,0,0.0,0,21,26,9,3,0.0,0,0,0,1,0,0,-0.4305196917739134,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.5537347307789396,-0.37101983423498863,0.342106715835676,0.11553672812843996,0.5992625156070168,-0.23490997359881433
426,0,0,4,13,1,0,0.0,0,22,27,3,7,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.5317684998615586,-0.37101983423498863,0.09160737073300991,0.3268641370706001,0.5992625156070168,-0.23490997359881433
428,2,0,2,5,1,0,0.0,0,12,0,4,4,0.0,1,0,0,1,0,0,-0.253759460374585,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,-2.1750170959725468,-0.37101983423498863,-0.20082234344761415,0.5055389154534011,-1.7697133631024018,5.296621022145869
429,0,7,1,13,1,0,0.0,0,12,27,4,10,0.0,0,0,0,1,0,0,-0.6159057152070485,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.5032228188189238,-0.37101983423498863,0.09160737073300991,0.4489866395892748,0.25963353557025814,-0.23490997359881433
430,0,0,3,11,1,0,0.0,0,21,27,9,9,0.0,1,0,0,1,0,1,-0.8108027818016886,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.44293093708676373,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
431,0,11,1,2,0,0,0.0,0,21,26,7,8,0.0,0,0,0,1,0,1,0.6625743023277183,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.4579540158418644,-0.37101983423498863,0.09160737073300991,0.3895330061866227,0.44497210209234944,-0.23490997359881433
432,0,7,2,8,1,0,0.0,0,22,27,6,8,0.0,1,0,0,1,0,1,-0.6159057152070485,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.4941870756928697,-0.37101983423498863,-0.20082234344761415,-0.14310711712281785,0.44497210209234944,-0.23490997359881433
433,0,0,1,11,1,0,0.0,0,0,0,11,3,0.0,0,0,0,1,0,1,-0.6159057152070485,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,-2.1750170959725468,-0.37101983423498863,0.342106715835676,0.11553672812843996,-1.7697133631024018,3.8168632452994014
434,0,0,1,14,1,0,0.0,0,0,13,4,8,0.0,1,0,0,1,0,0,-0.6159057152070485,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.5794964345422307,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.5992625156070168,-0.23490997359881433
435,0,0,6,11,1,0,0.0,0,12,13,5,5,0.0,1,0,0,1,0,1,-0.8108027818016886,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.5475190874836988,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
437,0,0,1,13,1,0,0.0,0,12,26,4,5,0.0,0,0,0,1,0,1,-0.8108027818016886,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.5629698532884514,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.5992625156070168,-0.23490997359881433
438,0,0,5,13,1,0,0.0,0,6,0,2,4,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,-2.1750170959725468,-0.37101983423498863,0.09160737073300991,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
439,1,11,1,11,1,11,0.0,0,21,26,9,9,0.0,1,0,0,1,0,0,1.7215904020034536,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.3909748965056221,-0.37101983423498863,0.342106715835676,0.11553672812843996,0.5992625156070168,-0.23490997359881433
442,0,7,6,11,1,0,0.0,0,12,27,9,3,0.0,1,0,0,1,0,0,-0.6159057152070485,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.4570033588421531,-0.37101983423498863,0.5612059506361214,0.3895330061866227,0.7314298216871751,-0.23490997359881433
443,0,0,5,11,1,0,0.0,0,12,13,7,8,0.0,1,0,0,1,0,1,-0.8108027818016886,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.4813656331951572,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
444,0,7,1,13,1,0,0.0,0,12,13,1,1,0.0,0,0,0,1,0,0,-0.8108027818016886,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.37007152995291964,-0.37101983423498863,-0.20082234344761415,-0.2439612847322383,0.25963353557025814,-0.23490997359881433
445,0,0,1,9,1,0,0.0,0,21,13,9,3,0.0,1,0,0,1,0,1,-0.6159057152070485,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.5346550695541962,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,0.5992625156070168,-0.23490997359881433
446,0,0,1,11,1,0,0.0,0,2,0,2,1,0.0,0,0,0,1,0,1,-0.6159057152070485,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.6243151769445668,-0.37101983423498863,0.4550819916450282,0.26061229220679744,0.8470299467730539,-0.23490997359881433
447,0,0,2,11,1,0,0.0,0,0,13,7,7,0.0,1,0,0,1,0,0,-0.8108027818016886,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,1,0.5294518303128327,-0.37101983423498863,0.4550819916450282,0.26061229220679744,0.8470299467730539,-0.23490997359881433
448,0,0,2,14,1,0,0.0,0,0,13,9,7,0.0,1,0,0,1,0,0,-0.4305196917739134,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.5041208855254758,-0.37101983423498863,0.09160737073300991,0.26061229220679744,0.44497210209234944,-0.23490997359881433
450,0,8,1,11,1,0,0.0,0,22,26,5,5,0.0,1,0,0,1,0,0,-0.4305196917739134,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.5803139963459163,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
451,0,0,4,11,1,0,0.0,0,21,26,9,8,0.0,1,0,0,1,0,1,-0.8108027818016886,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.5227543363619285,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
452,0,0,2,11,1,0,0.0,0,12,13,7,5,0.0,1,0,0,1,0,0,-0.8108027818016886,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.5612985365508179,-0.37101983423498863,0.4550819916450282,0.26061229220679744,0.8470299467730539,-0.23490997359881433
453,0,7,4,5,1,0,0.0,0,12,26,4,7,0.0,0,0,0,1,0,0,-0.6159057152070485,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.44775581284730315,-0.37101983423498863,-0.20082234344761415,0.3268641370706001,0.44497210209234944,-0.23490997359881433
455,1,11,1,2,0,0,0.0,0,18,23,12,12,0.0,0,0,0,1,0,0,2.465353194766156,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.376049006919063,0.5220833093632413,0.09160737073300991,0.7076304848405326,-0.28324362764915506,2.5308555242735276
456,0,3,1,3,1,2,0.0,0,22,26,5,6,0.0,0,0,0,1,0,0,1.2868699946120181,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,1,-2.1750170959725468,-0.37101983423498863,0.09160737073300991,0.0355676612599826,-1.7697133631024018,-0.23490997359881433
457,0,13,1,15,1,0,0.0,0,21,13,9,8,0.0,0,0,0,1,0,0,-0.08485788691433913,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,1,0.48810687840799916,-0.37101983423498863,0.09160737073300991,0.3268641370706001,0.44497210209234944,-0.23490997359881433
458,1,11,1,3,1,0,0.0,0,0,13,4,9,0.0,1,0,0,1,0,0,1.7215904020034536,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,0,0.5565443650903896,2.5958045901161935,1.2363116761946304,1.029431135115433,1.1262152226846742,-0.23490997359881433
459,0,7,1,14,1,0,0.0,0,21,26,5,7,0.0,0,0,0,1,0,1,-0.8108027818016886,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,0,0.4950951897635039,-0.37101983423498863,0.09160737073300991,0.19034279433801699,0.5992625156070168,-0.23490997359881433
460,0,0,1,7,1,0,0.0,0,2,2,3,2,0.0,1,0,0,1,0,0,-0.4305196917739134,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.6381295467053694,-0.37101983423498863,-0.20082234344761415,-0.2439612847322383,0.44497210209234944,-0.23490997359881433
461,0,15,1,4,1,0,0.0,0,12,13,5,7,0.0,0,0,0,1,0,1,-0.4305196917739134,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.5375314104171225,2.7186094194330943,1.0903514015977431,0.610983551365563,1.1262152226846742,-0.23490997359881433
462,0,7,1,9,1,0,0.0,0,2,0,2,3,0.0,0,0,0,1,0,0,-0.6159057152070485,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.3376711182484387,-0.37101983423498863,0.09160737073300991,0.4489866395892748,0.25963353557025814,-0.23490997359881433
463,0,11,1,8,1,11,0.0,0,2,0,3,5,0.0,1,0,1,1,0,0,0.2319638572181003,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.3840667480668417,-0.37101983423498863,-0.20082234344761415,0.11553672812843996,0.44497210209234944,-0.23490997359881433
465,0,13,1,2,0,0,0.0,0,2,2,2,3,0.0,0,0,0,1,0,0,0.6625743023277183,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,0.37849758356360885,2.8307214448408473,1.0125381817077652,0.5594598809220145,0.44497210209234944,-0.23490997359881433
467,0,13,6,9,1,0,0.0,0,18,23,0,0,0.0,0,0,0,1,0,1,0.076854167354404,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.5082987754805423,3.8755851414031404,1.5554672409910553,1.0640334578610509,1.2743069849065882,-0.23490997359881433
468,0,0,5,11,1,0,0.0,0,12,27,4,8,0.0,1,0,0,1,0,1,-0.8108027818016886,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.5186503783273569,-0.37101983423498863,0.5612059506361214,0.3895330061866227,0.8470299467730539,2.5308555242735276
469,0,7,1,9,1,0,0.0,0,21,26,4,9,0.0,1,0,0,1,0,1,-0.8108027818016886,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.39680094778570135,-0.37101983423498863,0.09160737073300991,0.4489866395892748,0.44497210209234944,-0.23490997359881433
470,0,7,3,11,1,0,0.0,0,0,26,9,9,0.0,1,0,0,1,0,1,-0.4305196917739134,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.5291617811612249,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
471,0,0,1,10,1,0,0.0,0,12,27,9,7,0.0,0,0,0,1,0,1,-0.4305196917739134,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.44293093708676373,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
472,0,0,1,13,1,0,0.0,0,22,13,7,10,0.0,0,0,0,1,0,0,0.076854167354404,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,1,0.4604836713123919,-0.37101983423498863,0.09160737073300991,0.5055389154534011,0.44497210209234944,-0.23490997359881433
473,0,0,2,11,1,0,0.0,0,12,13,9,9,0.0,1,0,0,1,0,0,-0.4305196917739134,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.5565443650903896,-0.37101983423498863,0.342106715835676,0.11553672812843996,0.5992625156070168,-0.23490997359881433
474,0,11,1,10,1,6,0.0,0,18,23,0,0,0.0,1,0,0,0,0,0,0.7959093781073475,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,-2.1750170959725468,-0.37101983423498863,-0.20082234344761415,0.5055389154534011,-1.7697133631024018,-0.23490997359881433
475,0,0,1,13,1,0,0.0,0,0,13,3,5,0.0,1,0,0,1,0,0,-0.253759460374585,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.4474350451916223,-0.37101983423498863,-0.20082234344761415,0.0355676612599826,0.44497210209234944,-0.23490997359881433
476,0,0,2,12,1,0,0.0,0,12,13,9,9,0.0,1,0,0,1,0,0,-0.253759460374585,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,1,-0.06240726190366126,-0.37101983423498863,-0.3676636912355508,-1.7499494484313245,-1.7697133631024018,-0.23490997359881433
477,0,3,1,11,1,2,0.0,0,18,23,0,0,0.0,0,0,0,1,0,0,0.7959093781073475,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,-2.1750170959725468,-0.37101983423498863,0.4550819916450282,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
478,0,0,1,11,1,0,0.0,0,2,0,3,3,0.0,0,1,0,1,0,0,-0.8108027818016886,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,0,0.47580811975481246,-0.37101983423498863,0.4550819916450282,0.5594598809220145,0.7314298216871751,-0.23490997359881433
480,0,0,1,11,1,0,0.0,0,0,0,4,4,0.0,0,0,0,1,0,0,-0.6159057152070485,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.48963120287877,-0.37101983423498863,0.4550819916450282,0.3895330061866227,0.8470299467730539,-0.23490997359881433
